category,sub-category,university,ranking
Social Sciences,Statistics,KU Leuven,50.3
Social Sciences,Statistics,University of Amsterdam,45.1
Social Sciences,Statistics,Central South University,57.5
Social Sciences,Statistics,Imperial College London,46.8
Social Sciences,Statistics,Institut Polytechnique de Paris,34.5
Social Sciences,Statistics,Iowa State University,42.1
Social Sciences,Statistics,Karlsruhe Institute of Technology (KIT),26.2
Social Sciences,Statistics,King Abdullah University of Science and Technology,44.7
Social Sciences,Statistics,Lancaster University,41.5
Social Sciences,Statistics,Leiden University,43.5
Social Sciences,Statistics,Monash University,44.7
Social Sciences,Statistics,New York University,45.4
Social Sciences,Statistics,PSL University,40.9
Social Sciences,Statistics,Renmin University of China,45.4
Social Sciences,Statistics,Ruhr University Bochum,26.2
Social Sciences,Statistics,Swiss Federal Institute of Technology Lausanne,31.6
Social Sciences,Statistics,The Chinese University of Hong Kong,43.7
Social Sciences,Statistics,The Ohio State University - Columbus,46.0
Social Sciences,Statistics,The University of Texas at Austin,42.5
Social Sciences,Statistics,The University of Texas M. D. Anderson Cancer Center,46.4
Social Sciences,Statistics,Tsinghua University,48.4
Social Sciences,Statistics,Université libre de Bruxelles (ULB),24.9
Social Sciences,Statistics,University of Florida,52.1
Social Sciences,Statistics,University of Goettingen,29.6
Social Sciences,Statistics,University of Lisbon,23.8
Social Sciences,Statistics,University of Montpellier,36.4
Social Sciences,Statistics,Virginia Polytechnic Institute and State University,34.7
Social Sciences,Statistics,Brown University,33.2
Social Sciences,Statistics,City University of Hong Kong,44.1
Social Sciences,Statistics,Georgia Institute of Technology,39.6
Social Sciences,Statistics,McMaster University,23.1
Social Sciences,Statistics,Nankai University,40.9
Social Sciences,Statistics,Paul Sabatier University (Toulouse 3),29.9
Social Sciences,Statistics,Seoul National University,38.5
Social Sciences,Statistics,Shanghai Jiao Tong University,41.7
Social Sciences,Statistics,Sun Yat-sen University,36.6
Social Sciences,Statistics,Technical University of Munich,35.7
Social Sciences,Statistics,Tel Aviv University,34.2
Social Sciences,Statistics,The George Washington University,33.4
Social Sciences,Statistics,The Hong Kong University of Science and Technology,35.0
Social Sciences,Statistics,The University of Edinburgh,40.0
Social Sciences,Statistics,University of Bonn,31.6
Social Sciences,Statistics,University of Florence,25.2
Social Sciences,Statistics,University of Geneva,30.8
Social Sciences,Statistics,University of Helsinki,39.1
Social Sciences,Statistics,University of Missouri - Columbia,36.2
Social Sciences,Statistics,University of Pittsburgh,41.3
Social Sciences,Statistics,University of Science and Technology of China,39.6
Social Sciences,Statistics,University of South Carolina - Columbia,32.4
Social Sciences,Statistics,University of Waterloo,43.9
Social Sciences,Statistics,University of Zurich,34.7
Social Sciences,Statistics,Zhejiang University,41.1
Social Sciences,Statistics,Bocconi University,29.0
Social Sciences,Statistics,Boston University,37.1
Social Sciences,Statistics,East China Normal University,38.9
Social Sciences,Statistics,Emory University,41.3
Social Sciences,Statistics,Erasmus University Rotterdam,31.9
Social Sciences,Statistics,Florida State University,34.7
Social Sciences,Statistics,Ghent University,42.9
Social Sciences,Statistics,Harbin Institute of Technology,35.7
Social Sciences,Statistics,Heidelberg University,31.9
Social Sciences,Statistics,Humboldt University of Berlin,36.2
Social Sciences,Statistics,Hunan University,35.2
Social Sciences,Statistics,Indian Statistical Institute,25.9
Social Sciences,Statistics,Karolinska Institute,36.6
Social Sciences,Statistics,Korea University,27.2
Social Sciences,Statistics,London School of Hygiene & Tropical Medicine,34.5
Social Sciences,Statistics,Michigan State University,32.9
Social Sciences,Statistics,Newcastle University,36.4
Social Sciences,Statistics,Northeast Normal University,30.8
Social Sciences,Statistics,Pompeu Fabra University,37.6
Social Sciences,Statistics,Sapienza University of Rome,37.8
Social Sciences,Statistics,Shandong University,44.3
Social Sciences,Statistics,Sorbonne University,38.9
Social Sciences,Statistics,Technical University of Dortmund,27.8
Social Sciences,Statistics,Temple University,30.5
Social Sciences,Statistics,The Australian National University,33.2
Social Sciences,Statistics,The University of Manchester,37.8
Social Sciences,Statistics,The University of New South Wales,38.0
Social Sciences,Statistics,The University of Queensland,32.4
Social Sciences,Statistics,Tongji University,39.4
Social Sciences,Statistics,"University at Buffalo, the State University of New York",27.8
Social Sciences,Statistics,University of Bern,28.1
Social Sciences,Statistics,University of Bologna,34.2
Social Sciences,Statistics,University of British Columbia,44.5
Social Sciences,Statistics,"University of California, Irvine",35.9
Social Sciences,Statistics,"University of California, San Francisco",31.3
Social Sciences,Statistics,University of Electronic Science and Technology of China,36.2
Social Sciences,Statistics,University of Freiburg,29.6
Social Sciences,Statistics,University of Granada,33.4
Social Sciences,Statistics,University of Illinois at Chicago,27.8
Social Sciences,Statistics,University of Milano-Bicocca,32.4
Social Sciences,Statistics,University of Montreal,37.1
Social Sciences,Statistics,University of Notre Dame,35.9
Social Sciences,Statistics,University of Nottingham,29.3
Social Sciences,Statistics,University of Oslo,33.7
Social Sciences,Statistics,University of Sydney,36.2
Social Sciences,Statistics,University of Virginia,35.2
Social Sciences,Statistics,Utrecht University,41.3
Social Sciences,Statistics,Vrije Universiteit Amsterdam,35.7
Social Sciences,Statistics,Wuhan University,36.2
Social Sciences,Statistics,Xiamen University,36.4
Social Sciences,Statistics,Aalto University,33.7
Social Sciences,Statistics,Aarhus University,29.6
Social Sciences,Statistics,Arizona State University,35.0
Social Sciences,Statistics,Beijing Institute of Technology,35.0
Social Sciences,Statistics,Beijing Normal University,31.6
Social Sciences,Statistics,Carlos III University of Madrid,26.9
Social Sciences,Statistics,Claude Bernard University Lyon 1,27.5
Social Sciences,Statistics,Colorado State University,25.2
Social Sciences,Statistics,Delft University of Technology,26.9
Social Sciences,Statistics,Free University Berlin,35.4
Social Sciences,Statistics,Georgia State University,32.9
Social Sciences,Statistics,Indiana University Bloomington,36.6
Social Sciences,Statistics,King's College London,28.7
Social Sciences,Statistics,Kyoto University,32.9
Social Sciences,Statistics,Nanyang Technological University,29.0
Social Sciences,Statistics,Northwestern Polytechnical University,36.6
Social Sciences,Statistics,RWTH Aachen University,23.1
Social Sciences,Statistics,Shanghai University of Finance and Economics,31.0
Social Sciences,Statistics,Simon Fraser University,36.4
Social Sciences,Statistics,Southern Methodist University,19.5
Social Sciences,Statistics,Southwestern University of Finance and Economics,27.2
Social Sciences,Statistics,Technion-Israel Institute of Technology,23.5
Social Sciences,Statistics,The Hong Kong Polytechnic University,29.3
Social Sciences,Statistics,The University of Auckland,29.6
Social Sciences,Statistics,The University of Georgia,29.3
Social Sciences,Statistics,The University of Tokyo,37.3
Social Sciences,Statistics,Tianjin University,34.7
Social Sciences,Statistics,Toulouse Capitole University,24.9
Social Sciences,Statistics,Université Grenoble Alpes,29.3
Social Sciences,Statistics,University of Alberta,31.3
Social Sciences,Statistics,University of Bath,24.5
Social Sciences,Statistics,"University of California, Riverside",31.3
Social Sciences,Statistics,"University of California, Santa Barbara",25.2
Social Sciences,Statistics,University of Cincinnati,32.9
Social Sciences,Statistics,University of Iowa,32.7
Social Sciences,Statistics,"University of Maryland, College Park",37.3
Social Sciences,Statistics,University of Muenster,23.8
Social Sciences,Statistics,University of Munich,35.2
Social Sciences,Statistics,University of Padua,35.9
Social Sciences,Statistics,University of Rennes,28.1
Social Sciences,Statistics,University of Roma - Tor Vergata,21.2
Social Sciences,Statistics,University of Southampton,31.6
Social Sciences,Statistics,University of Ulm,19.5
Social Sciences,Statistics,University of Vienna,28.1
Social Sciences,Statistics,University of York,28.4
Social Sciences,Statistics,Vanderbilt University,36.2
Social Sciences,Statistics,Washington University in St. Louis,35.9
Social Sciences,Statistics,Western University,24.9
Social Sciences,Statistics,Xi'an Jiaotong University,33.7
Social Sciences,Statistics,Yonsei University,25.6
Social Sciences,Law,Yale University,94.9
Social Sciences,Law,Harvard University,100.0
Social Sciences,Law,University of Pennsylvania,90.9
Social Sciences,Law,University of Chicago,88.2
Social Sciences,Law,New York University,89.6
Social Sciences,Law,Columbia University,91.9
Social Sciences,Law,University of Cambridge,70.8
Social Sciences,Law,University of Michigan-Ann Arbor,84.2
Social Sciences,Law,Georgetown University,67.3
Social Sciences,Law,"University of California, Berkeley",79.6
Social Sciences,Law,University of Oxford,71.6
Social Sciences,Law,Stanford University,76.5
Social Sciences,Law,Florida State University,73.7
Social Sciences,Law,"University of California, Irvine",69.1
Social Sciences,Law,Duke University,76.5
Social Sciences,Law,University College London,61.1
Social Sciences,Law,Arizona State University,50.9
Social Sciences,Law,George Mason University,63.4
Social Sciences,Law,Pennsylvania State University - University Park,72.5
Social Sciences,Law,University of Virginia,68.6
Social Sciences,Law,University of South Florida,57.0
Social Sciences,Law,"University of California, Los Angeles",66.0
Social Sciences,Law,Northwestern University,66.6
Social Sciences,Law,Monash University,53.6
Social Sciences,Law,University of Toronto,60.8
Social Sciences,Law,Leiden University,63.9
Social Sciences,Law,Iowa State University,45.9
Social Sciences,Law,Michigan State University,62.3
Social Sciences,Law,Utrecht University,52.6
Social Sciences,Law,Northeastern University (Boston),58.8
Social Sciences,Law,University of Cincinnati,62.8
Social Sciences,Law,University of Amsterdam,57.3
Social Sciences,Law,The University of Texas at Austin,62.5
Social Sciences,Law,Vanderbilt University,64.4
Social Sciences,Law,"University of Maryland, College Park",61.4
Social Sciences,Law,University of Washington,49.2
Social Sciences,Law,Griffith University,49.2
Social Sciences,Law,The Ohio State University - Columbus,47.8
Social Sciences,Law,University of Portsmouth,41.6
Social Sciences,Law,Arizona State University-Downtown Phoenix,65.0
